x0, x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, y
-142, -159, -832, -375, 798, 829, -881, -254, -34, -437, 15, 23, 226, 548, 529, 848, -281, -87, -957, 413, 948, -125, 794, -76, 700, -722, -508, 309, -66, 217, 323728
93, -587, 484, 130, 756, -161, -287, -906, -400, 54, 609, 357, -605, -703, -30, 261, 419, 455, -490, 881, 621, -215, -475, 153, 509, 546, 457, 895, 555, -700, -1062370
-661, -108, 372, 450, -506, -559, -615, 506, 633, -364, -125, 690, -252, -312, 0, -122, -495, -898, -697, -412, 349, -736, 579, 312, 830, 957, -42, 471, -88, 928, -51149
-12, 295, 216, -884, -473, 175, -818, 259, 897, 965, 102, -495, -683, 712, -149, 512, 175, -456, 126, 577, -685, -501, 391, 530, -474, -826, -789, -858, 615, -350, -848032
710, 194, -190, 519, -375, 844, 751, -118, -152, -714, 104, -820, -132, -693, -605, -877, 368, -85, 696, -676, 94, -470, -214, 324, -375, -208, 889, -113, 832, 75, -360323
-656, 881, -989, -602, -570, 845, 727, -250, -112, 193, -194, -125, -134, -571, 218, 494, 330, 290, -693, 838, 546, -103, 574, 147, 27, 509, -218, 199, -565, -632, 1510768
-570, 193, 214, -177, 42, 712, 917, -7, 834, 917, -758, 395, 681, -840, 337, -76, 400, -75, 26, 108, -813, -83, 110, 298, -76, -718, 547, 62, -236, 185, 3226820
276, 144, 48, 616, -483, 768, -278, 884, -202, -781, -861, -847, 544, -177, -952, -340, 413, -277, -121, -553, 26, -199, 261, -395, -352, 24, -373, -152, -463, -210, 243208
-822, 718, -448, 537, 559, -967, 646, 352, 843, -154, -630, 16, 265, 869, 802, -869, -20, 529, 480, 763, -731, -433, 365, -871, 297, 416, 363, 358, 257, -949, -4855505
-927, -972, 592, -208, -778, 296, 810, -103, -288, 823, 728, 377, -738, -544, -861, 600, -939, 279, 680, -606, -508, 872, 840, -386, -979, -822, -935, 686, 239, -442, 1869585
-859, -582, -813, -180, -794, -991, 401, 103, -755, -168, 360, -981, 502, -714, -773, 929, -516, 853, -305, -875, -913, -213, 96, -481, -705, 899, 80, -811, -634, 874, -12942
-990, -367, -127, -389, 773, -152, 709, -547, 971, 509, -311, 495, -984, -907, -642, 72, 568, 927, -302, 424, -376, -642, 471, -283, -898, -324, 935, 85, -963, 227, -590119
-526, 546, -456, -40, 672, -965, 480, 362, 185, 868, 270, 154, -732, 571, -149, 709, -356, -302, 289, -665, 337, 488, 872, 893, -41, 710, 212, -575, 687, 518, -1690243
-216, 542, -212, -20, -935, -697, -249, -138, 874, 147, -764, 429, 449, -648, -78, -389, 611, -17, -57, -485, -122, 871, 227, -275, 61, -177, 770, -996, 280, -362, -401221
-767, 716, -158, -919, -78, -855, 934, -774, 491, 391, 685, -625, 316, 640, -166, -105, -491, 481, 648, 224, 614, -711, -71, 136, -395, -296, -423, -449, -177, -957, -2064502
973, -550, 787, -477, -380, -631, 363, -176, -541, 911, 317, -223, -31, -905, 23, 722, 76, -11, -643, 323, -168, -369, 170, 548, 968, -952, 946, -98, -573, 536, 4553947
575, -358, 381, -207, 41, -11, -750, -614, -34, -32, -338, -996, -337, -988, -446, 565, 751, 178, 649, -598, 185, -718, 942, 362, -385, 350, 629, -712, -814, -335, 414205
627, 826, -447, 997, 212, 122, 179, -992, 499, -321, 753, 433, -740, -227, 409, 66, 424, -983, -553, -283, -50, -611, 531, 202, 52, -319, -55, 905, 641, -662, -1113644
-203, -746, -492, 398, -106, 562, -664, -128, 55, -887, -14, 634, -750, 556, -647, 345, 541, -534, 695, 170, -8, -354, -858, 490, 535, 541, -365, 756, 487, 192, -1598477
-802, 765, -640, 127, -851, -733, 121, -830, -221, -71, -863, -886, -382, -718, 268, 148, 174, -469, 29, 534, 280, -65, -522, 885, 576, 892, -771, -547, 724, 609, -1559177
-926, 118, -122, 322, -912, 795, -595, -649, -995, 807, -149, 923, -98, 274, -59, 370, 710, -812, -959, -514, 245, -663, 816, -66, 240, 950, -827, 649, 157, -723, 1604581
97, -860, 544, 814, 80, 425, -879, -193, 102, 328, -678, 890, -41, 578, -384, -719, 559, 357, 837, 547, 55, -371, -63, -130, 964, 73, -221, -81, 780, -302, -1130495
355, -540, -954, 474, -644, -778, -398, -443, 950, -466, 731, 118, -243, 630, 376, -605, -49, -463, -662, 401, -802, 950, -547, -255, 783, -58, -716, -939, -288, -561, -3333029
134, -770, 765, 218, 595, 170, -483, -912, -612, -787, -712, 744, -682, -381, -708, -904, -13, 764, -735, -536, -122, -347, -259, -898, 78, -751, 723, 773, 615, 178, -1560517
209, 798, -687, 340, -263, 489, -511, -118, 982, -280, -771, 735, -347, 625, -580, 757, 100, 27, -767, -817, -676, -544, -520, -848, -231, 393, 329, 768, -652, 823, -115124
-110, 940, -901, -331, 342, 339, -354, 713, -630, 30, -993, -833, 812, 457, -395, 535, -79, 755, 357, -910, -746, -75, -636, -217, -459, 779, 481, 201, 559, 60, -1360747
885, 835, 842, 533, -904, 420, 221, 806, -506, 968, 610, -125, -874, 698, -953, -889, -918, -889, 663, 768, -175, -963, 94, 303, 128, -885, -949, -697, -841, 146, 1115766
-137, -458, -347, -641, 96, -183, -547, 108, 848, -753, 756, -52, 355, -336, -740, 364, 706, 364, -642, -576, -535, 742, 651, -653, -997, -102, -827, -413, -746, 376, 678941
-490, -634, -784, -655, -795, -834, -590, -401, 907, -215, 771, 140, 934, -26, 104, -415, 496, 795, 362, -802, 798, 918, 546, 823, -912, 349, -398, 733, 514, -952, -610034
247, 343, 944, 676, 164, -890, -200, 75, 364, -919, 840, -985, 320, 308, -14, -686, 347, -974, 646, -987, 383, -185, -595, 292, -174, 850, -774, -707, 670, 844, -1648694
638, -395, -112, -57, -786, -343, -665, -348, -125, 134, 41, -70, -552, 278, -211, -528, 235, 132, 435, 145, 965, -702, 821, 682, 81, -479, -830, 423, 920, -782, -777879
488, -830, -438, -456, 985, -41, -524, -946, 960, -414, -565, -700, 476, 84, -197, 436, -959, -141, -414, 928, 797, -764, 821, -928, -747, -198, 886, 944, -412, 63, -3665344
-486, -488, -636, 417, 978, 254, -109, -439, 110, 706, 34, -286, -514, 840, -671, 802, 885, -84, 453, 912, -392, 202, -363, -647, -433, -509, -452, -11, 934, 424, -2614668
-206, 942, 550, -557, 225, -124, 120, 243, -555, 282, 907, 938, 503, 775, 222, -935, 164, 160, -4, 306, -328, 809, 201, 687, -760, 307, -715, -266, -241, 406, 1693190
168, 429, 60, -33, 844, -161, 528, 532, 759, 476, 625, 797, 189, 677, -543, 832, 857, 993, 866, -95, 810, 54, -671, -567, 320, 195, 222, 233, 568, 270, 1410244
194, 963, 934, 803, 376, 97, 919, 338, -857, 350, 250, -67, 870, 10, 640, -848, 827, 769, -823, 293, -485, 383, -396, 237, 556, 578, 594, -20, 385, 349, 2426629
-377, -703, 213, 179, -127, 626, 830, -383, -59, -291, 87, -461, -233, -393, 260, 339, -554, 734, -890, 660, -891, -28, 431, -323, 394, 637, -496, 798, 501, 831, 718371
-809, 416, -572, -792, -222, -953, 75, 937, -680, -139, 473, -668, 697, 729, 962, -626, 552, 434, 240, 915, 455, -746, -168, 11, -252, 156, 674, 968, 941, 856, -528402
-213, 571, 911, 880, 243, -17, 619, -359, -8, -474, 779, 865, 247, 401, 382, -23, 806, 733, -330, 389, -638, -469, 187, -786, 62, -240, -841, 489, 847, -64, 1222741
750, -883, 699, -775, 264, -736, -201, 616, 524, -16, -191, -82, 417, -106, -738, 747, -424, -316, 475, 675, 744, 376, 383, 440, -825, -395, -886, -571, -166, 773, 1310843
308, 447, -275, 398, 914, 237, -389, 31, -926, -955, 567, 168, -241, -987, -615, -567, 347, 490, -417, 157, 435, -975, 972, 610, -938, 257, 170, -985, -520, -505, -1260257
879, -46, -855, 346, 63, -885, -475, -745, -927, -466, -641, 608, 709, 450, 214, 45, -618, -993, 221, 492, -465, 499, -911, 574, 645, -677, 242, -796, -488, -900, -2412922
-769, 81, -444, -997, 219, 65, 531, -186, 617, -68, 339, 123, -758, 58, 373, -956, 85, 523, 951, -551, 706, -697, 296, -148, 835, 94, -540, -299, -137, -820, -936893
620, 45, 150, -449, -529, -43, 259, 54, 877, -957, 856, -533, -145, -764, 215, 801, 738, 979, 630, 748, -369, -372, 214, 464, -863, 32, 719, -536, -647, 991, 2506383
-207, 134, -690, 275, 201, -234, 145, 933, -954, 313, -628, 543, -253, 466, 683, -855, 589, -697, 713, -979, -866, -591, 536, 340, 709, 274, -997, -659, 477, 512, 767059
-460, 445, 637, -216, 472, -869, 506, -380, -570, -181, -546, -731, -559, -273, 196, 475, -253, 134, -788, 157, 671, 187, 572, -528, -751, 39, 883, -679, 428, 265, -2080749
-264, -190, 178, 955, -653, -750, 276, -634, 836, -981, 826, 364, 321, -619, 734, -794, -841, -58, 469, 626, 327, 859, -327, -73, 391, 737, 7, -53, -23, -331, -2189988
-156, 584, -376, 470, 716, -904, 630, 985, 316, -79, 192, 132, -382, 28, -318, -633, -384, 911, -660, 939, -95, 406, 941, -654, 146, 950, -92, 15, 175, 313, -2888944
98, -227, 766, 539, 424, 693, -482, -544, -833, -407, 16, -625, 210, 858, 737, 744, -474, -33, -198, 676, 617, -46, 193, 391, 637, -191, -615, 268, -624, 762, 1603751
143, -861, 887, 651, -698, 531, 175, 7, 568, 876, 932, 950, 501, -845, -56, 853, 596, -849, 538, 186, -665, -91, 248, -1, -217, -330, 864, -613, -278, -459, 3605879
677, 92, 223, -545, 360, -931, 774, -573, 516, -365, 73, 547, -294, -466, -510, 570, -778, -869, -108, -717, -232, 791, 387, -286, -623, -692, 22, 980, -840, -791, -186112
-283, -15, -210, 629, -910, 296, -468, 766, 858, 876, 732, 304, 873, 920, -972, -912, 71, 814, 732, -592, 198, 422, 682, 387, 485, -571, 861, -124, 765, -204, -118673
-205, 273, 171, -672, 910, 355, -110, -212, 551, -152, -393, 870, -850, -426, 3, -816, 161, 895, 608, 826, 49, -136, -604, -765, -31, 981, -200, -45, -25, 346, -1418246
-19, -963, 304, -409, -552, 871, 312, -615, 772, 794, 757, 314, -584, 606, 509, 75, -652, -136, -167, -828, 528, 950, -51, -125, 579, -278, -119, 448, 279, -777, 1104233
-665, -559, 228, 394, -502, -600, 81, 130, -485, 601, 331, 600, 876, -473, -76, -873, -9, -442, 443, 668, 225, -824, -427, 18, 301, -742, 185, 370, -387, -226, 1116860
426, 834, -431, -933, -715, -400, 466, -643, 62, 336, 337, -760, 227, -683, -302, 391, 406, -402, -816, 888, -46, -333, 602, -570, 857, 202, 145, 32, 721, -846, -382071
487, 796, 143, -704, -770, -967, 622, 142, -503, -341, -860, -424, 961, 316, 597, -882, 127, 617, 204, -789, 617, 883, -724, -458, -695, 461, -703, -939, 257, -663, 252111
623, -350, -854, -413, 607, 568, 191, 665, 410, -626, -323, -606, -515, 467, 402, 814, 639, -217, -664, 347, -542, -443, 142, -561, 610, 998, -819, -57, -89, 997, 343559
958, -994, 110, -86, 928, -364, -502, 136, -352, -280, -885, -186, -815, -110, -173, -511, -464, 716, -393, 83, 716, 821, -727, 603, 248, 202, 978, 262, -298, 690, -1534434
-32, -620, 24, 980, -485, 936, -725, 475, 668, 915, -800, -823, -588, 21, 489, 467, -750, -948, 924, -26, -276, -966, -86, 273, 236, 991, 503, -19, -904, -559, -1422703
507, -475, -30, 878, -351, 979, 214, 491, -281, 350, 304, 77, 86, 757, -955, -530, -220, -727, 73, 166, 574, -997, -472, 398, -476, -121, -738, -846, 684, -742, -1201769
997, 861, -149, 366, -966, -886, 341, -46, -441, -854, 767, 899, 137, -428, -153, 172, -649, 573, -630, -208, 463, 694, -657, 954, 899, 629, 969, -79, 989, 313, 758843
-141, 444, -839, 284, -384, 702, 774, 497, -637, -629, 314, -53, 760, 341, 966, -497, -968, -181, -818, 950, -507, 843, -232, -28, 594, -537, -892, -500, 417, -415, -114094
457, 365, -875, 301, 413, -95, -71, -685, 66, -53, 483, 998, 456, 971, -661, -171, 449, 560, -220, 673, 375, -56, -355, -119, 261, 819, -622, -232, 849, 325, -1644952
57, -562, -34, -514, 775, -411, 683, 128, 620, -376, -378, 654, -842, -853, -774, 632, -62, -140, -96, -701, -231, 59, 871, -552, -917, -802, -460, -991, 251, -114, -526086
-814, 578, 85, 658, 299, 68, 66, 21, -149, -438, 475, -826, 79, 143, -635, 931, 306, 642, -431, -162, 195, -329, 508, -559, -709, -399, -149, -722, 70, -654, -1637506
-525, 442, -771, 199, 870, 114, 911, -945, -804, 803, 176, 312, -369, 960, -538, 395, 827, 247, -813, -611, 487, -280, 796, -578, 815, -925, -938, 665, 34, 422, 1573571
-633, 839, -963, 971, -280, 980, -772, -386, 417, -945, -330, 525, 851, 606, -992, -864, -13, 246, -996, -860, -202, -573, 765, -450, -757, -297, 273, -940, -203, 679, -2091106
498, 781, -708, 725, 507, -7, 335, -575, -750, 60, -988, -265, -77, 266, -479, 726, 824, 131, -360, -208, 2, -955, -526, -222, -977, -541, -314, 294, 845, 772, -149058
640, -13, -915, -805, 49, -579, 4, -692, 152, 250, -235, -673, 450, 409, -575, 218, 967, 676, 999, 230, -793, -457, 557, -493, -707, 517, -315, 782, -134, -569, -1324414
898, -245, 847, -733, -611, -635, -541, 207, -846, 585, 170, 596, 26, 295, 430, -249, -198, 288, 698, -639, -116, -209, 69, -658, -537, 739, -201, -480, 523, 759, 2125659
719, -193, -645, -853, 935, 444, 986, -44, -560, 138, 251, -212, -146, 104, 240, 23, 794, 804, -2, 877, -567, 590, -717, -200, -926, 686, 163, 733, -402, 670, 1358255
-850, -953, 986, 533, 31, 516, 185, -724, 594, 256, -746, 952, 281, -407, 934, 445, 696, -55, 1, -414, 390, -232, 267, 558, 431, -524, 706, -840, 298, 837, 3378144
212, -119, 556, 308, -446, 899, 3, 8, -401, 415, 210, -32, 969, 946, 103, -88, 775, 925, 868, 887, -199, 505, -200, -861, 27, -65, 123, 579, -754, -229, 2688809
800, 355, -447, -580, -887, 457, 764, 121, 258, -516, 527, -66, 466, 708, 710, -22, 119, 245, 824, 717, 327, 955, -875, 728, -275, -182, -594, 612, 501, 560, 2662696
754, 325, 592, -840, 371, -430, -100, -494, -380, -681, -406, -694, -473, -95, 273, -371, -939, 912, 30, 879, -625, 303, -307, 219, 398, 48, 941, -585, -162, -629, -2954466
403, -436, 496, -945, -81, 11, -523, 653, 481, -85, -435, 221, 732, 116, 867, 47, 486, 29, -845, -267, -68, -786, 548, -74, 833, 395, -125, 595, -138, 150, 3062624
627, -288, 717, -245, -632, -802, -550, 363, -631, 10, -524, -69, 440, 495, 173, -263, -991, -691, -958, 303, 572, 516, -222, -157, 938, -905, 480, -615, 415, -138, -530632
-131, -400, 542, 796, 712, 935, -246, -297, 76, -714, -387, -813, 352, 905, -91, 309, -55, 463, 129, -288, -397, 825, 13, 627, -747, -476, 427, -542, 592, -75, -2138929
-385, -542, -179, 927, -613, 558, 27, 366, -730, -599, -69, -378, 758, -865, 553, 211, 475, -982, 486, -936, -646, -237, -479, -56, 295, 637, 543, -442, -754, 173, 2084170
904, -439, -425, -196, 715, -406, -575, -320, 801, -527, 316, 232, 269, -326, -878, 88, -153, 138, 550, -651, -786, -419, 445, 938, -536, -838, 818, 869, -824, 113, -438362
-385, -765, 997, 42, 833, 907, 746, -998, 223, 378, 578, 94, -624, -915, -589, 96, -139, -808, -313, 864, 176, -771, -690, 985, 835, -115, 940, 461, -195, 403, 699829
598, 916, -668, -256, -309, 39, -564, -103, 790, 749, 784, -68, -197, 762, 304, 664, -52, 187, 719, -211, -240, -547, -666, -178, 68, 324, -607, -329, 462, -719, -881577
600, -937, -818, -101, -576, 738, -750, -402, -672, -803, -595, 728, -83, -490, -838, 47, 800, 997, -941, 933, 530, 148, 918, -660, 113, 721, 37, 440, -698, 4, 1034100
499, -734, -701, -422, -676, 390, 101, -287, -787, 859, 666, 414, -544, -131, -974, 957, -982, 271, 795, 775, -315, 679, -734, -618, -805, -725, -54, 164, -195, 18, 756418
-392, 99, 874, -785, 275, -656, 3, 776, 303, 703, -137, 948, 184, 88, -934, -635, -485, 972, -985, -662, -487, -832, -764, -239, 289, 244, 864, 803, 209, -868, -819462
-13, -997, 293, 735, -95, 703, -448, 317, -923, 585, -601, -877, -900, 11, 469, 918, 462, 836, 922, -222, 755, 722, 780, 406, -79, -767, 332, -145, 145, -551, 1445182
878, -278, -57, 68, 782, 301, -293, 960, -464, 358, 184, 959, -494, -378, -625, 981, -210, 410, 89, -568, -136, -53, 879, -81, 243, 58, 816, -378, -31, 105, 1720441
-514, 341, 610, 164, -451, -837, 272, 762, -416, 155, 290, 533, 554, -953, 248, 420, -417, 115, -851, -205, -695, -94, 578, 216, 245, -608, 870, 649, 862, 773, 2683987
-728, 633, 910, 922, -390, -953, -81, 600, 229, 160, 88, 968, -23, -533, -420, 823, -842, 428, 602, -642, -392, -618, 785, 343, -996, 286, -805, -339, 154, 951, 1480120
528, 973, 611, 727, 109, 12, 74, 342, -199, 761, 268, 396, 164, 25, 829, -272, -247, -570, -609, -182, -406, -181, 483, 344, 308, 745, -816, -909, 322, -928, 498474
-586, 501, -970, 966, -191, -876, -606, 577, -219, 494, 767, 632, -637, 119, 784, -1, -513, -52, 77, -123, 148, -801, -854, -459, -705, 82, 918, 48, -980, -923, -2648701
635, -817, -249, 477, 396, -894, 898, 521, 616, -801, 991, -391, 46, 956, -532, -363, -376, 139, 358, 326, -530, -891, -23, 207, 825, 858, 509, 690, 654, -365, -3975312
617, 863, 278, 320, -674, -905, 195, 661, -527, -666, 207, -326, -443, -344, 327, -709, -450, -466, -941, -428, -320, 223, -39, -23, -352, -495, 900, -391, 98, 41, -878519
548, 419, 246, -474, -175, 819, 459, 554, -694, 320, 242, -350, 495, -227, -609, 394, 45, -740, 774, 581, -281, -540, -131, -626, 267, -308, -115, -549, 780, 999, 2582876
-887, -724, -429, 190, -331, -318, -665, 981, 574, -573, -139, -685, 875, -210, -277, -964, -313, 70, 592, -516, 625, 802, 522, -442, 25, 810, 955, -77, -264, -544, -3241933
984, 190, 321, -757, 626, 61, 259, 535, -187, -991, 988, 282, 597, -45, 104, 932, -5, -874, -744, -874, 926, -919, -517, 804, -652, 852, -248, 611, 40, 825, 3219543
-778, -148, -629, 0, -169, -151, 173, -237, -935, -739, 31, 578, -827, -461, 565, 242, 65, 960, -865, 558, -724, 546, -5, 964, -77, 421, 266, 278, 634, 707, -169006
-810, -498, 995, -365, 692, 891, 652, -666, 389, -278, -632, -476, 742, -28, -947, -391, -687, 527, -123, -958, -620, -385, -156, 900, -639, 896, 508, 895, -210, 152, -721054
726, -882, -264, -186, 360, -890, 233, -995, -362, 811, -72, -231, 909, 631, -443, 287, -437, -869, -41, 979, 146, 198, -901, -722, 353, -357, -726, -94, 577, -697, -2366921
231, 645, -963, 837, -753, 927, -876, 607, -863, -742, -558, -873, 16, 514, -555, 383, 382, -27, -46, 715, -900, 250, 41, -56, 759, -678, -372, -448, -885, -264, -380785
720, 460, -154, -959, 789, -964, -556, 70, 652, -562, 806, -148, -243, -538, -214, 907, 527, 880, 237, 226, 826, -41, -709, -610, -807, -907, -206, 428, 540, -213, -340525
-12, 266, 548, -729, -684, 31, -793, -679, -590, -703, 50, 413, 624, 911, -520, 843, -964, -110, 335, -2, -148, 712, 176, 112, 795, 231, -445, 484, 285, 110, 294711
-764, 214, 137, -911, 479, 419, 877, 270, -836, 96, 223, -248, -753, 342, -296, -395, 310, 210, 785, -826, -378, 168, 905, -832, -296, -359, 814, 987, -237, -719, -221637
15, -321, -424, 263, -529, 719, -685, -621, -468, 193, -132, 706, 105, 414, -656, 703, 355, 15, -121, 356, 3, 8, 731, 736, -19, -769, -942, 643, -61, -33, 2037010
-908, -809, -984, -488, 4, -173, 662, -188, -29, 458, 473, -38, -564, 258, -288, -105, 345, 44, 828, -693, 952, 657, 505, 609, -369, -221, -53, 146, -580, 764, 963893
369, 142, 777, -95, -338, -681, -498, -49, 360, -288, 292, 537, 1, -845, 842, 311, -699, -43, 108, 791, 90, 243, 284, 686, -4, -824, 831, 498, -205, -352, 1027433
131, 970, 39, 221, 875, 21, -231, 910, -698, 326, 101, 299, 368, -724, 259, -369, -318, 116, -687, -368, -944, -729, -802, -120, 905, 993, -379, -904, 411, 768, 804365
170, -139, 813, 202, -615, 295, -403, 690, 300, 719, -331, 813, 367, 573, -836, -388, 707, -391, 301, -18, 152, -662, 375, -618, -993, -490, -628, -665, 667, 615, 1736609
-8, 413, 158, 335, -771, 750, -112, 858, -741, 306, -985, 724, -357, 147, -462, 871, 453, 7, 811, -578, -293, -326, 949, -234, -376, 677, -365, -623, 260, -12, 2296491
-681, -793, 578, -201, -755, -813, 411, -2, -677, 213, 196, 67, -287, -338, -400, -107, -514, 82, -696, 778, 386, -18, 273, -578, 511, -932, 129, 284, 582, 511, 429869
-854, -61, 318, -715, 155, -675, -755, 111, -720, -806, 113, -945, -955, 662, -476, 467, -535, -24, -406, 368, 742, -38, 323, -991, -336, -422, 886, -139, 594, 914, -3798689
762, 404, 295, -642, 682, -749, 622, -354, -724, -542, 8, 115, 631, -43, 300, -925, 664, -466, 692, -276, 522, -868, 517, 126, 830, -652, 921, -651, -236, -746, 370588
920, -367, -124, -797, -842, -483, 853, -760, 289, 316, 912, -982, 383, -762, -206, 588, -768, 189, 51, 827, -160, 680, 337, 447, 171, -246, -519, -813, 534, 749, 1699435
282, 529, -857, 807, -367, -824, -938, 498, 969, -316, 462, -456, -5, -419, 864, 814, -604, -678, -898, 743, -447, -836, -608, 643, -287, -317, 653, -843, 348, 13, -2866644
-403, 730, -446, 604, 292, -721, -590, -956, -464, 201, -430, -995, -548, 977, 658, -107, 465, -940, -316, 439, 108, 252, 501, 904, 252, 724, -692, -373, 197, -28, -3870880
156, -937, -227, -268, -581, 358, -569, 542, 240, -104, -365, -946, -854, -53, 225, -600, 842, 496, 979, 935, -94, 98, -23, -845, 321, -597, 543, 652, -320, 867, 324296
-353, -437, -372, -638, -507, -348, -55, -662, -177, -217, -821, 59, 0, 254, -159, -974, -350, -826, 118, 988, -991, 850, 598, -616, 79, -397, -347, 960, 288, 484, -2211423
-554, 585, -853, -389, -947, -262, -757, -787, 452, 556, 643, 625, -106, 401, -798, 938, -523, -597, -757, 869, -602, -232, 474, -684, -859, -689, 5, -166, 997, -537, -3129536
-719, 513, 497, 640, 434, -467, 950, 746, -343, -122, -446, 295, 236, 824, -725, 588, -575, -28, 341, -48, -490, -773, -745, -371, -488, 182, -565, 834, 771, -356, -1877671
434, 253, 96, -151, 812, 727, -812, -571, 304, -17, -180, -61, -399, 905, 490, -632, -220, 285, -925, 909, -784, -985, -278, 162, -17, 290, -867, -219, 9, -772, -3101096
-624, 205, 785, 229, 808, 388, 995, 283, -199, -127, 107, 685, -786, 567, -604, -877, -350, 382, -380, -498, -976, 601, -561, -572, 839, -576, 353, 467, -159, -804, -1420466
928, 709, -901, 492, 901, -372, 285, 957, 377, -366, 927, -588, -795, -375, -249, 937, 214, 987, -341, 181, -181, 368, -949, -939, -771, 659, -933, -183, 529, -11, -1691662
-321, 981, 282, 900, 807, 872, 286, -616, -342, 439, 860, -250, -37, -128, 258, -282, 799, 658, 490, -872, 668, 939, 392, -631, 390, 151, 440, -609, -67, -911, 385164
-580, -977, 408, 240, -780, -535, -750, -792, 731, 102, -267, 402, 935, -893, 664, 588, 210, 899, -349, -713, 911, -758, -281, -696, 416, -544, 794, 707, -808, 368, 3356423
-139, -35, 807, 627, -379, 90, 854, 519, -282, 952, -532, -471, -727, 303, -900, -458, -366, -218, 241, -607, 683, 923, -7, 988, 216, -844, -46, 253, 137, 164, 1070337
336, 432, 959, -226, 908, 49, 790, -844, -55, 885, 16, -309, 757, 680, -885, -306, 761, 599, -142, 167, 905, 396, -210, 308, 654, 353, -185, -828, -426, -165, 1159892
811, -283, -425, 435, 157, -109, 689, -202, -985, -838, -43, -838, -579, -752, -716, 768, 362, -483, 134, -474, 91, -975, 504, 897, -456, 165, 764, -444, 15, 52, -383410
-604, -149, -152, 741, -487, 506, -556, 561, -536, -305, -561, -154, 934, 837, 757, -682, 4, 354, -977, -79, -591, -677, -142, -352, 14, -797, -857, 233, -958, 28, 1270133
950, 608, 880, -925, -562, -197, 987, -657, 92, -49, 601, 984, -579, 331, -681, 645, -935, -685, -115, -154, 593, 322, -260, -602, 518, -438, 916, 575, -256, 340, 2084737
148, 877, -971, 597, -843, 1, -781, 186, 225, 852, -698, 302, 843, -570, -25, -250, -838, -141, 823, -491, -831, -732, 575, 950, -490, -686, 63, 857, -222, 794, 1704694
-433, -415, 714, -462, 464, -179, 868, -526, 551, -865, -62, 475, -944, -496, -798, -884, -581, 823, -867, 908, 350, -926, 755, 256, 373, 777, -522, 304, -617, 824, -882943
-615, 161, -809, 436, 585, 323, 931, 372, 91, 150, -400, -547, 5, 558, -121, 908, 373, 270, 129, -674, 958, -351, -302, 279, 139, -533, -595, 2, -754, -753, 626772
-920, -650, 204, 746, 923, 103, 487, 566, -617, 846, -802, 32, -68, 41, 540, 245, -347, 613, -515, 307, 660, 992, 409, -401, 973, -377, -717, 876, -789, 150, 1947884
125, -659, 305, 49, 138, 719, 374, 340, 320, 188, 615, 443, 259, 524, -119, -545, -66, 720, -490, -175, 261, 544, -461, -647, -6, -826, 913, -671, 189, 240, 895869
326, -359, -94, 66, 590, 450, -470, 750, -465, 637, -163, 533, -636, 853, -934, -816, 194, 658, -132, 850, 524, 346, 973, 766, -934, 903, 940, -333, 864, -986, -3780453
-472, 823, 470, 796, -7, -386, -474, -120, -625, -509, -7, -205, -605, 310, 212, 638, -740, 609, 690, 144, 84, -117, -318, -468, -883, 521, 856, -436, -41, -792, -3706505
-962, -407, -295, 973, 376, 625, 955, 351, -688, 599, 476, -905, -772, 996, 494, -619, 637, 121, -547, 475, 637, -724, -114, -395, -443, -879, 688, 163, 909, 313, -1605020
-222, -158, -710, -888, -774, 457, -136, -762, 419, -324, 704, 504, 292, 402, -241, -758, -256, -478, -951, -45, -616, -26, 991, -791, 165, -650, -372, -365, -338, 253, -17046
-191, -213, 841, -495, 351, 976, 579, -280, 939, -544, 897, -353, -717, -140, -436, -77, 964, 332, 667, 428, 179, -161, -682, -134, 821, 814, -592, 241, 903, -216, -79251
-319, -836, 932, 411, -68, 982, 232, -136, -538, -492, 265, 69, 68, -790, 950, 972, -216, -391, 106, 825, -163, -892, -955, 235, 343, -311, 477, 619, 267, 792, 3156324
182, -808, 681, 744, 609, -92, -814, 148, -339, -275, 112, -587, -618, 837, 62, -573, 102, 200, -216, -814, 456, -702, 216, -993, -439, 662, 819, 693, 853, -996, -4492210
-455, -160, -292, -329, 255, 482, -371, 469, -948, -443, 646, 309, 919, -788, -558, -691, 832, 379, 337, -619, -461, -625, 199, 320, -920, -792, -803, 684, -189, -183, 2651503
88, 973, 266, -37, -571, -563, 661, -822, -732, -638, 133, -13, -304, -271, -966, 187, -381, 596, 898, 928, 902, 579, -518, 99, -833, 361, -163, -337, 605, 552, -1029381
366, -299, 75, 844, -385, 393, 505, -621, -552, -224, -467, -243, 488, 654, 719, -386, -783, -906, 968, -26, 686, 370, -622, 607, -753, -944, -436, -986, -606, 332, 607591
-921, 823, -590, 54, 458, 909, 253, 838, 334, -894, 902, -163, 164, -231, 50, 815, -810, -740, -265, 152, -535, -53, -977, -882, 570, 367, -897, 644, -588, 276, 31552
929, -390, -478, 357, 924, -615, 312, -322, 241, 132, -915, 564, -985, 422, -341, 27, 782, -697, 700, 159, 939, -769, 485, 945, 889, -607, -165, 724, 566, -357, -1229346
